Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2023	Plasma Membrane Organization (GO:0007009)	2/72	3.244606e-01	6.462200e-01	0	0	1.745171e+00	1.964350e+00	PLSCR4;CHMP2A
GO_Biological_Process_2023	Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0007179)	2/72	3.244606e-01	6.462200e-01	0	0	1.745171e+00	1.964350e+00	BAMBI;FMOD
GO_Biological_Process_2023	Positive Regulation Of Protein Localization To Nucleus (GO:1900182)	2/72	3.244606e-01	6.462200e-01	0	0	1.745171e+00	1.964350e+00	TFRC;ZIC1
GO_Biological_Process_2023	Negative Regulation Of Cell Adhesion (GO:0007162)	2/72	3.244606e-01	6.462200e-01	0	0	1.745171e+00	1.964350e+00	ANGPT1;GTPBP4
GO_Biological_Process_2023	Protein Tetramerization (GO:0051262)	2/73	3.303831e-01	6.462200e-01	0	0	1.720504e+00	1.905462e+00	AQP4;AQP5
GO_Biological_Process_2023	Monocarboxylic Acid Transport (GO:0015718)	2/73	3.303831e-01	6.462200e-01	0	0	1.720504e+00	1.905462e+00	SLC16A4;SLC27A5
GO_Biological_Process_2023	Regulation Of Rho Protein Signal Transduction (GO:0035023)	2/73	3.303831e-01	6.462200e-01	0	0	1.720504e+00	1.905462e+00	CCDC125;EPS8L2
GO_Biological_Process_2023	Endosomal Transport (GO:0016197)	4/180	3.316532e-01	6.462200e-01	0	0	1.389356e+00	1.533384e+00	EHD1;VTI1A;CHMP2A;REPS2
GO_Biological_Process_2023	Regulation Of Double-Strand Break Repair Via Nonhomologous End Joining (GO:2001032)	1/25	3.345498e-01	6.462200e-01	0	0	2.543090e+00	2.784606e+00	HSF1
GO_Biological_Process_2023	RNA Polyadenylation (GO:0043631)	1/25	3.345498e-01	6.462200e-01	0	0	2.543090e+00	2.784606e+00	MTPAP
GO_Biological_Process_2023	Negative Regulation Of Smoothened Signaling Pathway (GO:0045879)	1/25	3.345498e-01	6.462200e-01	0	0	2.543090e+00	2.784606e+00	RFX4
GO_Biological_Process_2023	Negative Regulation Of Stress Fiber Assembly (GO:0051497)	1/25	3.345498e-01	6.462200e-01	0	0	2.543090e+00	2.784606e+00	TMEFF2
GO_Biological_Process_2023	Bile Acid Biosynthetic Process (GO:0006699)	1/25	3.345498e-01	6.462200e-01	0	0	2.543090e+00	2.784606e+00	SLC27A5
GO_Biological_Process_2023	Cardiac Conduction System Development (GO:0003161)	1/25	3.345498e-01	6.462200e-01	0	0	2.543090e+00	2.784606e+00	GJA1
GO_Biological_Process_2023	Regulation Of Protein Processing (GO:0070613)	1/25	3.345498e-01	6.462200e-01	0	0	2.543090e+00	2.784606e+00	ASTL
GO_Biological_Process_2023	Chemical Synaptic Transmission, Postsynaptic (GO:0099565)	1/25	3.345498e-01	6.462200e-01	0	0	2.543090e+00	2.784606e+00	NPFF
GO_Biological_Process_2023	Response To Zinc Ion (GO:0010043)	1/25	3.345498e-01	6.462200e-01	0	0	2.543090e+00	2.784606e+00	SLC30A2
GO_Biological_Process_2023	Secretory Granule Organization (GO:0033363)	1/25	3.345498e-01	6.462200e-01	0	0	2.543090e+00	2.784606e+00	HPS6
GO_Biological_Process_2023	fatty-acyl-CoA Biosynthetic Process (GO:0046949)	1/25	3.345498e-01	6.462200e-01	0	0	2.543090e+00	2.784606e+00	ELOVL2
GO_Biological_Process_2023	Wound Healing, Spreading Of Cells (GO:0044319)	1/25	3.345498e-01	6.462200e-01	0	0	2.543090e+00	2.784606e+00	TMEFF2
GO_Biological_Process_2023	Late Endosome To Vacuole Transport Via Multivesicular Body Sorting Pathway (GO:0032511)	1/25	3.345498e-01	6.462200e-01	0	0	2.543090e+00	2.784606e+00	STAM
GO_Biological_Process_2023	Regulation Of B Cell Activation (GO:0050864)	1/25	3.345498e-01	6.462200e-01	0	0	2.543090e+00	2.784606e+00	FOXJ1
GO_Biological_Process_2023	Regulation Of Biomineral Tissue Development (GO:0070167)	1/25	3.345498e-01	6.462200e-01	0	0	2.543090e+00	2.784606e+00	SOX9
GO_Biological_Process_2023	Regulation Of Cell Size (GO:0008361)	1/25	3.345498e-01	6.462200e-01	0	0	2.543090e+00	2.784606e+00	VAV3
GO_Biological_Process_2023	Positive Regulation Of Lymphocyte Proliferation (GO:0050671)	2/74	3.362911e-01	6.485978e-01	0	0	1.696521e+00	1.848832e+00	VAV3;TFRC
GO_Biological_Process_2023	Regulation Of BMP Signaling Pathway (GO:0030510)	2/75	3.421835e-01	6.521386e-01	0	0	1.673196e+00	1.794349e+00	BAMBI;VWC2
GO_Biological_Process_2023	Regulation Of DNA Replication (GO:0006275)	2/75	3.421835e-01	6.521386e-01	0	0	1.673196e+00	1.794349e+00	GTPBP4;EGFR
GO_Biological_Process_2023	Positive Regulation Of Intracellular Signal Transduction (GO:1902533)	10/525	3.427634e-01	6.521386e-01	0	0	1.188747e+00	1.272809e+00	GJA1;TFRC;ANGPT1;TNFRSF19;SPRY2;SOX9;CXXC5;MAP3K14;EGFR;AGT
GO_Biological_Process_2023	Fc Receptor Signaling Pathway (GO:0038093)	1/26	3.453102e-01	6.521386e-01	0	0	2.441242e+00	2.595802e+00	VAV3
GO_Biological_Process_2023	Regulation Of Keratinocyte Differentiation (GO:0045616)	1/26	3.453102e-01	6.521386e-01	0	0	2.441242e+00	2.595802e+00	ETV4
GO_Biological_Process_2023	Negative Regulation Of Receptor-Mediated Endocytosis (GO:0048261)	1/26	3.453102e-01	6.521386e-01	0	0	2.441242e+00	2.595802e+00	MTMR2
GO_Biological_Process_2023	Acute Inflammatory Response (GO:0002526)	1/26	3.453102e-01	6.521386e-01	0	0	2.441242e+00	2.595802e+00	HPR
GO_Biological_Process_2023	Nuclear Membrane Organization (GO:0071763)	1/26	3.453102e-01	6.521386e-01	0	0	2.441242e+00	2.595802e+00	CHMP2A
GO_Biological_Process_2023	Regulation Of Transcription By RNA Polymerase III (GO:0006359)	1/26	3.453102e-01	6.521386e-01	0	0	2.441242e+00	2.595802e+00	ZNF345
GO_Biological_Process_2023	Cellular Response To Xenobiotic Stimulus (GO:0071466)	1/26	3.453102e-01	6.521386e-01	0	0	2.441242e+00	2.595802e+00	TFRC
GO_Biological_Process_2023	Regulation Of Vasoconstriction (GO:0019229)	1/26	3.453102e-01	6.521386e-01	0	0	2.441242e+00	2.595802e+00	AGT
GO_Biological_Process_2023	Positive Regulation Of Adenylate Cyclase Activity (GO:0045762)	1/26	3.453102e-01	6.521386e-01	0	0	2.441242e+00	2.595802e+00	GLP1R
GO_Biological_Process_2023	Establishment Or Maintenance Of Apical/Basal Cell Polarity (GO:0035088)	1/26	3.453102e-01	6.521386e-01	0	0	2.441242e+00	2.595802e+00	FOXJ1
GO_Biological_Process_2023	Mitotic G1 DNA Damage Checkpoint Signaling (GO:0031571)	1/26	3.453102e-01	6.521386e-01	0	0	2.441242e+00	2.595802e+00	WAC
GO_Biological_Process_2023	Protein Targeting (GO:0006605)	3/129	3.461071e-01	6.523211e-01	0	0	1.454687e+00	1.543434e+00	PITRM1;ZDHHC9;SEC61G
GO_Biological_Process_2023	Vesicle-Mediated Transport (GO:0016192)	8/411	3.464333e-01	6.523211e-01	0	0	1.214636e+00	1.287593e+00	EHD1;ACTR1A;ZFYVE27;RAB34;CHMP2A;REPS2;RAB3IL1;LRP12
GO_Biological_Process_2023	Transcription Initiation At RNA Polymerase II Promoter (GO:0006367)	2/76	3.480594e-01	6.534469e-01	0	0	1.650501e+00	1.741909e+00	TAF5;MED29
GO_Biological_Process_2023	Regulation Of Ras Protein Signal Transduction (GO:0046578)	2/76	3.480594e-01	6.534469e-01	0	0	1.650501e+00	1.741909e+00	SPRY2;EPS8L2
GO_Biological_Process_2023	Positive Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050731)	3/130	3.505199e-01	6.555730e-01	0	0	1.443159e+00	1.512919e+00	ANGPT1;HES1;AGT
GO_Biological_Process_2023	Negative Regulation Of Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0030512)	2/77	3.539177e-01	6.555730e-01	0	0	1.628411e+00	1.691416e+00	BAMBI;SPRY2
GO_Biological_Process_2023	Regulation Of Transcription Elongation By RNA Polymerase II (GO:0034243)	2/77	3.539177e-01	6.555730e-01	0	0	1.628411e+00	1.691416e+00	PWWP2B;MED29
GO_Biological_Process_2023	Embryonic Organ Development (GO:0048568)	2/77	3.539177e-01	6.555730e-01	0	0	1.628411e+00	1.691416e+00	SALL1;FOXE1
GO_Biological_Process_2023	Negative Regulation Of Neurogenesis (GO:0050768)	1/27	3.558972e-01	6.555730e-01	0	0	2.347229e+00	2.424953e+00	PAX6
GO_Biological_Process_2023	Regulation Of Insulin Secretion Involved In Cellular Response To Glucose Stimulus (GO:0061178)	1/27	3.558972e-01	6.555730e-01	0	0	2.347229e+00	2.424953e+00	EPHA5
GO_Biological_Process_2023	Activation Of Phospholipase C Activity (GO:0007202)	1/27	3.558972e-01	6.555730e-01	0	0	2.347229e+00	2.424953e+00	EGFR
GO_Biological_Process_2023	Positive Regulation Of TORC1 Signaling (GO:1904263)	1/27	3.558972e-01	6.555730e-01	0	0	2.347229e+00	2.424953e+00	WAC
GO_Biological_Process_2023	Establishment Of Protein Localization To Vacuole (GO:0072666)	1/27	3.558972e-01	6.555730e-01	0	0	2.347229e+00	2.424953e+00	STAM
GO_Biological_Process_2023	Glycerophospholipid Catabolic Process (GO:0046475)	1/27	3.558972e-01	6.555730e-01	0	0	2.347229e+00	2.424953e+00	PLA2G4C
GO_Biological_Process_2023	Ventricular Septum Morphogenesis (GO:0060412)	1/27	3.558972e-01	6.555730e-01	0	0	2.347229e+00	2.424953e+00	HES1
GO_Biological_Process_2023	Monoubiquitinated Histone H2A Deubiquitination (GO:0035522)	1/27	3.558972e-01	6.555730e-01	0	0	2.347229e+00	2.424953e+00	TAF5
GO_Biological_Process_2023	Monoubiquitinated Histone Deubiquitination (GO:0035521)	1/27	3.558972e-01	6.555730e-01	0	0	2.347229e+00	2.424953e+00	TAF5
GO_Biological_Process_2023	Axonogenesis (GO:0007409)	4/188	3.609580e-01	6.613416e-01	0	0	1.328404e+00	1.353635e+00	EPHA5;SEMA6B;LGI1;SLITRK6
GO_Biological_Process_2023	Negative Regulation Of Cell Motility (GO:2000146)	3/133	3.637368e-01	6.613416e-01	0	0	1.409639e+00	1.425603e+00	TMEFF2;CCDC125;GTPBP4
GO_Biological_Process_2023	Endocytosis (GO:0006897)	4/189	3.646221e-01	6.613416e-01	0	0	1.321156e+00	1.332906e+00	EHD1;RAB34;REPS2;LRP12
GO_Biological_Process_2023	Regulation Of Neuron Differentiation (GO:0045664)	2/79	3.655778e-01	6.613416e-01	0	0	1.585953e+00	1.595907e+00	VWC2;HES1
GO_Biological_Process_2023	Positive Regulation Of DNA-binding Transcription Factor Activity (GO:0051091)	5/246	3.657647e-01	6.613416e-01	0	0	1.268039e+00	1.275350e+00	EPHA5;TFRC;ZIC2;HSF1;AGT
GO_Biological_Process_2023	Regulation Of Nitric-Oxide Synthase Activity (GO:0050999)	1/28	3.663135e-01	6.613416e-01	0	0	2.260179e+00	2.269821e+00	EGFR
GO_Biological_Process_2023	Phospholipid Catabolic Process (GO:0009395)	1/28	3.663135e-01	6.613416e-01	0	0	2.260179e+00	2.269821e+00	PLA2G4C
GO_Biological_Process_2023	Cellular Response To Osmotic Stress (GO:0071470)	1/28	3.663135e-01	6.613416e-01	0	0	2.260179e+00	2.269821e+00	AQP5
GO_Biological_Process_2023	Determination Of Bilateral Symmetry (GO:0009855)	1/28	3.663135e-01	6.613416e-01	0	0	2.260179e+00	2.269821e+00	FOXJ1
GO_Biological_Process_2023	Establishment Of Endothelial Barrier (GO:0061028)	1/28	3.663135e-01	6.613416e-01	0	0	2.260179e+00	2.269821e+00	MARVELD2
GO_Biological_Process_2023	Transcription By RNA Polymerase III (GO:0006383)	1/28	3.663135e-01	6.613416e-01	0	0	2.260179e+00	2.269821e+00	ZNF345
GO_Biological_Process_2023	Positive Regulation Of Protein Import Into Nucleus (GO:0042307)	1/28	3.663135e-01	6.613416e-01	0	0	2.260179e+00	2.269821e+00	ZIC1
GO_Biological_Process_2023	Limb Development (GO:0060173)	1/28	3.663135e-01	6.613416e-01	0	0	2.260179e+00	2.269821e+00	SALL1
GO_Biological_Process_2023	Negative Regulation Of Actin Filament Bundle Assembly (GO:0032232)	1/28	3.663135e-01	6.613416e-01	0	0	2.260179e+00	2.269821e+00	TMEFF2
GO_Biological_Process_2023	Negative Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071901)	2/80	3.713777e-01	6.657857e-01	0	0	1.565540e+00	1.550724e+00	SPRY2;AGT
GO_Biological_Process_2023	Positive Regulation Of Macromolecule Metabolic Process (GO:0010604)	7/364	3.738318e-01	6.657857e-01	0	0	1.198809e+00	1.179567e+00	GJA1;TFRC;ANGPT1;SPRY2;PAX6;SOX9;AGT
GO_Biological_Process_2023	Protein Localization To Membrane (GO:0072657)	4/192	3.756081e-01	6.657857e-01	0	0	1.299873e+00	1.272848e+00	EHD1;ZFYVE27;RAB34;HPS6
GO_Biological_Process_2023	JNK Cascade (GO:0007254)	1/29	3.765619e-01	6.657857e-01	0	0	2.179348e+00	2.128510e+00	TNFRSF19
GO_Biological_Process_2023	Alpha-Amino Acid Catabolic Process (GO:1901606)	1/29	3.765619e-01	6.657857e-01	0	0	2.179348e+00	2.128510e+00	HPD
GO_Biological_Process_2023	Regulation Of Spindle Assembly (GO:0090169)	1/29	3.765619e-01	6.657857e-01	0	0	2.179348e+00	2.128510e+00	CHMP2A
GO_Biological_Process_2023	Chondrocyte Differentiation (GO:0002062)	1/29	3.765619e-01	6.657857e-01	0	0	2.179348e+00	2.128510e+00	SOX9
GO_Biological_Process_2023	Response To Interferon-Beta (GO:0035456)	1/29	3.765619e-01	6.657857e-01	0	0	2.179348e+00	2.128510e+00	XAF1
GO_Biological_Process_2023	Sarcomere Organization (GO:0045214)	1/29	3.765619e-01	6.657857e-01	0	0	2.179348e+00	2.128510e+00	CSRP2
GO_Biological_Process_2023	Establishment Of Mitotic Spindle Orientation (GO:0000132)	1/29	3.765619e-01	6.657857e-01	0	0	2.179348e+00	2.128510e+00	GJA1
GO_Biological_Process_2023	Lipid Droplet Organization (GO:0034389)	1/29	3.765619e-01	6.657857e-01	0	0	2.179348e+00	2.128510e+00	PLA2G4C
GO_Biological_Process_2023	Maintenance Of Blood-Brain Barrier (GO:0035633)	1/29	3.765619e-01	6.657857e-01	0	0	2.179348e+00	2.128510e+00	GJA1
GO_Biological_Process_2023	Morphogenesis Of An Epithelium (GO:0002009)	1/29	3.765619e-01	6.657857e-01	0	0	2.179348e+00	2.128510e+00	SOX9
GO_Biological_Process_2023	Regulation Of Protein Kinase B Signaling (GO:0051896)	3/136	3.769107e-01	6.657857e-01	0	0	1.377632e+00	1.344220e+00	ANGPT1;SPRY2;EGFR
GO_Biological_Process_2023	Cellular Response To Interleukin-1 (GO:0071347)	2/81	3.771564e-01	6.657857e-01	0	0	1.545645e+00	1.507151e+00	SOX9;ADAMTS12
GO_Biological_Process_2023	Histone Modification (GO:0016570)	2/81	3.771564e-01	6.657857e-01	0	0	1.545645e+00	1.507151e+00	TBL1Y;BRD8
GO_Biological_Process_2023	Protein Localization To Plasma Membrane (GO:0072659)	3/137	3.812902e-01	6.695175e-01	0	0	1.367281e+00	1.318325e+00	EHD1;ZFYVE27;RAB34
GO_Biological_Process_2023	Negative Regulation Of Epithelial To Mesenchymal Transition (GO:0010719)	1/30	3.866450e-01	6.695175e-01	0	0	2.104091e+00	1.999409e+00	SPRY2
GO_Biological_Process_2023	DNA Geometric Change (GO:0032392)	1/30	3.866450e-01	6.695175e-01	0	0	2.104091e+00	1.999409e+00	SUPV3L1
GO_Biological_Process_2023	Regulation Of Macrophage Derived Foam Cell Differentiation (GO:0010743)	1/30	3.866450e-01	6.695175e-01	0	0	2.104091e+00	1.999409e+00	AGT
GO_Biological_Process_2023	Artery Morphogenesis (GO:0048844)	1/30	3.866450e-01	6.695175e-01	0	0	2.104091e+00	1.999409e+00	HES1
GO_Biological_Process_2023	Cardiac Muscle Cell Action Potential Involved In Contraction (GO:0086002)	1/30	3.866450e-01	6.695175e-01	0	0	2.104091e+00	1.999409e+00	GJA1
GO_Biological_Process_2023	Phospholipid Dephosphorylation (GO:0046839)	1/30	3.866450e-01	6.695175e-01	0	0	2.104091e+00	1.999409e+00	MTMR2
GO_Biological_Process_2023	Positive Regulation Of Cell Communication (GO:0010647)	1/30	3.866450e-01	6.695175e-01	0	0	2.104091e+00	1.999409e+00	LGI1
GO_Biological_Process_2023	Embryonic Skeletal System Morphogenesis (GO:0048704)	1/30	3.866450e-01	6.695175e-01	0	0	2.104091e+00	1.999409e+00	HOXB3
GO_Biological_Process_2023	Positive Regulation Of Phosphate Metabolic Process (GO:0045937)	1/30	3.866450e-01	6.695175e-01	0	0	2.104091e+00	1.999409e+00	EGFR
GO_Biological_Process_2023	Negative Regulation Of Axon Extension (GO:0030517)	1/30	3.866450e-01	6.695175e-01	0	0	2.104091e+00	1.999409e+00	SEMA6B
GO_Biological_Process_2023	Negative Regulation Of Blood Coagulation (GO:0030195)	1/30	3.866450e-01	6.695175e-01	0	0	2.104091e+00	1.999409e+00	KLKB1
GO_Biological_Process_2023	Regulation Of Calcium-Mediated Signaling (GO:0050848)	1/30	3.866450e-01	6.695175e-01	0	0	2.104091e+00	1.999409e+00	RGN
GO_Biological_Process_2023	Regulation Of Cell Migration Involved In Sprouting Angiogenesis (GO:0090049)	1/30	3.866450e-01	6.695175e-01	0	0	2.104091e+00	1.999409e+00	MEOX2
GO_Biological_Process_2023	Vascular Transport (GO:0010232)	2/83	3.886467e-01	6.711549e-01	0	0	1.507327e+00	1.424551e+00	SLC44A1;TFRC
GO_Biological_Process_2023	Vesicle-Mediated Transport To The Plasma Membrane (GO:0098876)	2/83	3.886467e-01	6.711549e-01	0	0	1.507327e+00	1.424551e+00	EHD1;VTI1A
GO_Biological_Process_2023	Protein Transport (GO:0015031)	6/313	3.938048e-01	6.738433e-01	0	0	1.194217e+00	1.112891e+00	BBS2;EHD1;TFRC;GRPEL1;RAB34;CHMP2A
GO_Biological_Process_2023	Regulation Of Centrosome Duplication (GO:0010824)	1/31	3.965656e-01	6.738433e-01	0	0	2.033851e+00	1.881137e+00	CHMP2A
GO_Biological_Process_2023	Negative Regulation Of Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0033144)	1/31	3.965656e-01	6.738433e-01	0	0	2.033851e+00	1.881137e+00	NR0B1
GO_Biological_Process_2023	Non-Motile Cilium Assembly (GO:1905515)	1/31	3.965656e-01	6.738433e-01	0	0	2.033851e+00	1.881137e+00	TMEM216
GO_Biological_Process_2023	Bile Acid Metabolic Process (GO:0008206)	1/31	3.965656e-01	6.738433e-01	0	0	2.033851e+00	1.881137e+00	SLC27A5
GO_Biological_Process_2023	Phospholipid Translocation (GO:0045332)	1/31	3.965656e-01	6.738433e-01	0	0	2.033851e+00	1.881137e+00	PLSCR4
GO_Biological_Process_2023	Positive Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:1900087)	1/31	3.965656e-01	6.738433e-01	0	0	2.033851e+00	1.881137e+00	EGFR
GO_Biological_Process_2023	Response To Estradiol (GO:0032355)	1/31	3.965656e-01	6.738433e-01	0	0	2.033851e+00	1.881137e+00	EGFR
GO_Biological_Process_2023	Glutamine Family Amino Acid Metabolic Process (GO:0009064)	1/31	3.965656e-01	6.738433e-01	0	0	2.033851e+00	1.881137e+00	ALDH18A1
GO_Biological_Process_2023	Modulation Of Excitatory Postsynaptic Potential (GO:0098815)	1/31	3.965656e-01	6.738433e-01	0	0	2.033851e+00	1.881137e+00	MTMR2
GO_Biological_Process_2023	Negative Chemotaxis (GO:0050919)	1/31	3.965656e-01	6.738433e-01	0	0	2.033851e+00	1.881137e+00	SEMA6B
GO_Biological_Process_2023	Negative Regulation Of Chemotaxis (GO:0050922)	1/31	3.965656e-01	6.738433e-01	0	0	2.033851e+00	1.881137e+00	SEMA6B
GO_Biological_Process_2023	Regulation Of Osteoblast Differentiation (GO:0045667)	2/85	4.000427e-01	6.743426e-01	0	0	1.470855e+00	1.347574e+00	BAMBI;SOX9
GO_Biological_Process_2023	Response To Interleukin-1 (GO:0070555)	2/85	4.000427e-01	6.743426e-01	0	0	1.470855e+00	1.347574e+00	SOX9;ADAMTS12
GO_Biological_Process_2023	Positive Regulation Of Endothelial Cell Migration (GO:0010595)	2/85	4.000427e-01	6.743426e-01	0	0	1.470855e+00	1.347574e+00	ANGPT1;AGT
GO_Biological_Process_2023	Transport Across Blood-Brain Barrier (GO:0150104)	2/85	4.000427e-01	6.743426e-01	0	0	1.470855e+00	1.347574e+00	SLC44A1;TFRC
GO_Biological_Process_2023	mRNA Metabolic Process (GO:0016071)	2/85	4.000427e-01	6.743426e-01	0	0	1.470855e+00	1.347574e+00	PRPF18;HSF1
GO_Biological_Process_2023	Mitotic Spindle Organization (GO:0007052)	2/85	4.000427e-01	6.743426e-01	0	0	1.470855e+00	1.347574e+00	BCCIP;EFHC1
GO_Biological_Process_2023	DNA-templated Transcription (GO:0006351)	4/199	4.011658e-01	6.750856e-01	0	0	1.252761e+00	1.144248e+00	FOXE1;HSF1;TAF5;ZNF345
GO_Biological_Process_2023	Protein Localization To Cell Periphery (GO:1990778)	3/142	4.030776e-01	6.750856e-01	0	0	1.317761e+00	1.197352e+00	EHD1;ZFYVE27;RAB34
GO_Biological_Process_2023	NIK/NF-kappaB Signaling (GO:0038061)	1/32	4.063261e-01	6.750856e-01	0	0	1.968143e+00	1.772508e+00	MAP3K14
GO_Biological_Process_2023	Negative Regulation Of Osteoblast Differentiation (GO:0045668)	1/32	4.063261e-01	6.750856e-01	0	0	1.968143e+00	1.772508e+00	SOX9
GO_Biological_Process_2023	Negative Regulation Of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032435)	1/32	4.063261e-01	6.750856e-01	0	0	1.968143e+00	1.772508e+00	WAC
GO_Biological_Process_2023	Transition Metal Ion Transport (GO:0000041)	1/32	4.063261e-01	6.750856e-01	0	0	1.968143e+00	1.772508e+00	TFRC
GO_Biological_Process_2023	Positive Regulation Of Synapse Assembly (GO:0051965)	1/32	4.063261e-01	6.750856e-01	0	0	1.968143e+00	1.772508e+00	SLITRK6
GO_Biological_Process_2023	Left/Right Pattern Formation (GO:0060972)	1/32	4.063261e-01	6.750856e-01	0	0	1.968143e+00	1.772508e+00	FOXJ1
GO_Biological_Process_2023	Mesenchymal Cell Migration (GO:0090497)	1/32	4.063261e-01	6.750856e-01	0	0	1.968143e+00	1.772508e+00	SEMA6B
GO_Biological_Process_2023	Protein Transmembrane Import Into Intracellular Organelle (GO:0044743)	1/32	4.063261e-01	6.750856e-01	0	0	1.968143e+00	1.772508e+00	GRPEL1
GO_Biological_Process_2023	Muscle Cell Development (GO:0055001)	1/32	4.063261e-01	6.750856e-01	0	0	1.968143e+00	1.772508e+00	HES1
GO_Biological_Process_2023	Organic Substance Transport (GO:0071702)	4/201	4.084378e-01	6.777082e-01	0	0	1.239915e+00	1.110240e+00	PANX1;CHMP2A;AQP4;AQP5
GO_Biological_Process_2023	Negative Regulation Of Double-Strand Break Repair (GO:2000780)	1/33	4.159293e-01	6.812451e-01	0	0	1.906541e+00	1.672494e+00	HSF1
GO_Biological_Process_2023	Negative Regulation Of Endocytosis (GO:0045806)	1/33	4.159293e-01	6.812451e-01	0	0	1.906541e+00	1.672494e+00	MTMR2
GO_Biological_Process_2023	Positive Regulation Of DNA Binding (GO:0043388)	1/33	4.159293e-01	6.812451e-01	0	0	1.906541e+00	1.672494e+00	HES1
GO_Biological_Process_2023	Positive Regulation Of RNA Metabolic Process (GO:0051254)	1/33	4.159293e-01	6.812451e-01	0	0	1.906541e+00	1.672494e+00	SUPV3L1
GO_Biological_Process_2023	Epithelial Tube Morphogenesis (GO:0060562)	1/33	4.159293e-01	6.812451e-01	0	0	1.906541e+00	1.672494e+00	HES1
GO_Biological_Process_2023	Positive Regulation Of Reproductive Process (GO:2000243)	1/33	4.159293e-01	6.812451e-01	0	0	1.906541e+00	1.672494e+00	TACR1
GO_Biological_Process_2023	intra-Golgi Vesicle-Mediated Transport (GO:0006891)	1/33	4.159293e-01	6.812451e-01	0	0	1.906541e+00	1.672494e+00	VTI1A
GO_Biological_Process_2023	Lung Development (GO:0030324)	1/33	4.159293e-01	6.812451e-01	0	0	1.906541e+00	1.672494e+00	FOXJ1
GO_Biological_Process_2023	Monoubiquitinated Protein Deubiquitination (GO:0035520)	1/33	4.159293e-01	6.812451e-01	0	0	1.906541e+00	1.672494e+00	TAF5
GO_Biological_Process_2023	Negative Regulation Of Blood Vessel Endothelial Cell Migration (GO:0043537)	1/33	4.159293e-01	6.812451e-01	0	0	1.906541e+00	1.672494e+00	MEOX2
GO_Biological_Process_2023	Regulation Of Endothelial Cell Migration (GO:0010594)	2/88	4.169472e-01	6.820333e-01	0	0	1.419329e+00	1.241623e+00	ANGPT1;AGT
GO_Biological_Process_2023	Negative Regulation Of Interleukin-6 Production (GO:0032715)	1/34	4.253776e-01	6.843734e-01	0	0	1.848673e+00	1.580205e+00	FOXJ1
GO_Biological_Process_2023	Cellular Response To Amyloid-Beta (GO:1904646)	1/34	4.253776e-01	6.843734e-01	0	0	1.848673e+00	1.580205e+00	GJA1
GO_Biological_Process_2023	Cellular Response To Vascular Endothelial Growth Factor Stimulus (GO:0035924)	1/34	4.253776e-01	6.843734e-01	0	0	1.848673e+00	1.580205e+00	SPRY2
GO_Biological_Process_2023	Response To Estrogen (GO:0043627)	1/34	4.253776e-01	6.843734e-01	0	0	1.848673e+00	1.580205e+00	SOX9
GO_Biological_Process_2023	Semaphorin-Plexin Signaling Pathway (GO:0071526)	1/34	4.253776e-01	6.843734e-01	0	0	1.848673e+00	1.580205e+00	SEMA6B
GO_Biological_Process_2023	Embryonic Limb Morphogenesis (GO:0030326)	1/34	4.253776e-01	6.843734e-01	0	0	1.848673e+00	1.580205e+00	SALL1
GO_Biological_Process_2023	Embryonic Skeletal System Development (GO:0048706)	1/34	4.253776e-01	6.843734e-01	0	0	1.848673e+00	1.580205e+00	HOXB3
GO_Biological_Process_2023	Establishment Of Mitotic Spindle Localization (GO:0040001)	1/34	4.253776e-01	6.843734e-01	0	0	1.848673e+00	1.580205e+00	GJA1
GO_Biological_Process_2023	Positive Regulation Of Immunoglobulin Production (GO:0002639)	1/34	4.253776e-01	6.843734e-01	0	0	1.848673e+00	1.580205e+00	TFRC
GO_Biological_Process_2023	Glial Cell Differentiation (GO:0010001)	1/34	4.253776e-01	6.843734e-01	0	0	1.848673e+00	1.580205e+00	SOX9
GO_Biological_Process_2023	Histone Deubiquitination (GO:0016578)	1/34	4.253776e-01	6.843734e-01	0	0	1.848673e+00	1.580205e+00	TAF5
GO_Biological_Process_2023	Regulation Of Blood Circulation (GO:1903522)	1/34	4.253776e-01	6.843734e-01	0	0	1.848673e+00	1.580205e+00	AGT
GO_Biological_Process_2023	Negative Regulation Of Cell Cycle Process (GO:0010948)	1/34	4.253776e-01	6.843734e-01	0	0	1.848673e+00	1.580205e+00	CHMP2A
GO_Biological_Process_2023	Regulation Of Phosphatidylinositol 3-Kinase Signaling (GO:0014066)	2/90	4.280830e-01	6.878552e-01	0	0	1.386930e+00	1.176724e+00	SOX9;EGFR
GO_Biological_Process_2023	Regulation Of Canonical Wnt Signaling Pathway (GO:0060828)	4/207	4.301404e-01	6.902885e-01	0	0	1.202897e+00	1.014816e+00	BAMBI;SOX9;LGR5;EGFR
