Gene,Log2FoldChange,PValue,FDR
CD68,-0.17809319444444682,0.319849776967344,0.698153411996799
TWIST1,0.27222680555555545,0.31942303667486904,0.698153411996799
OR6F1,-0.005810416666666666,0.31985085360402643,0.698153411996799
CYP11B1,-0.02094305555555555,0.31943997347061465,0.698153411996799
OR2V2,-0.0050572916666666665,0.31985085360402643,0.698153411996799
SYCP1,-0.0062499999999999995,0.3198508536040269,0.698153411996799
LMO4,0.08735937499999835,0.3199299970635684,0.6982486392395376
TMEM120B,0.09984222222222172,0.3199766686627712,0.6982729832290022
SMARCA2,0.10339423611111087,0.320042674549683,0.6982765298931153
DNAJA3,0.06463430555555583,0.320049329138701,0.6982765298931153
ESM1,-0.37743069444444455,0.32024976249522297,0.6984116366079295
WNT8A,-0.07189270833333333,0.32025335218822404,0.6984116366079295
ASCC3,-0.08549090277777793,0.3201837973455565,0.6984116366079295
PVRIG,0.18526472222222168,0.3202208991077368,0.6984116366079295
POU2F3,0.2619628472222222,0.32033485507567383,0.6985080329489517
ARF4,-0.08895312499999797,0.32051202632811004,0.6985080329489517
RBMXL3,-0.04622951388888888,0.3205397350050001,0.6985080329489517
CAPN5,-0.13739347222222342,0.3204210542494332,0.6985080329489517
MOGAT3,-0.024268541666666667,0.32037590817568823,0.6985080329489517
SSTR3,-0.1938398611111114,0.3205462600847122,0.6985080329489517
MRPL4,0.07872430555555532,0.3204870647137902,0.6985080329489517
RNASEH2C,0.08103368055555471,0.32074428545570005,0.6985105464769834
FAM100A,-0.07052256944444579,0.32129353366181895,0.6985105464769834
KCNJ14,0.14959465277777806,0.3209803941304388,0.6985105464769834
PMS2L1,0.09777277777777549,0.321187830963117,0.6985105464769834
MGC57346,-0.08981298611111033,0.3212587583237831,0.6985105464769834
ZNF669,-0.09790951388888658,0.3210125115559076,0.6985105464769834
CENPB,-0.09037576388888979,0.32068337128714336,0.6985105464769834
PPM1M,0.11077368055555681,0.3208305562515046,0.6985105464769834
C11orf59,-0.09638680555555368,0.3212656066805505,0.6985105464769834
DZIP1L,0.11297909722222155,0.32066432420967583,0.6985105464769834
SEMA4B,0.09920861111110746,0.32070519473180015,0.6985105464769834
GABRA2,0.36267090277777925,0.32106180951751,0.6985105464769834
C22orf39,0.08946958333333299,0.320645238398738,0.6985105464769834
HHAT,0.19796604166666754,0.32102847168735166,0.6985105464769834
HIST1H2AC,-0.2139678472222215,0.32077957999015577,0.6985105464769834
WFS1,-0.1206380555555544,0.32119320593695727,0.6985105464769834
LIPT1,0.09550722222222241,0.32122447436193574,0.6985105464769834
CTBP1,-0.06298187499999841,0.3212555854233337,0.6985105464769834
ECT2,-0.12686763888889097,0.3209573461264177,0.6985105464769834
PTPN5,0.3548330555555541,0.32107436993804767,0.6985105464769834
OTOP3,-0.019649513888888887,0.32098279329060087,0.6985105464769834
NXPH2,-0.35617736111111187,0.321349859111833,0.6985557530007338
PKHD1L1,0.19590201388888906,0.3214445062989249,0.6986842447580833
ZBTB22,0.06483180555555279,0.3215622318765255,0.6987084112760608
RNF220,-0.05612819444444561,0.32170440177369797,0.6987084112760608
GAPDH,-0.10482347222222188,0.32167870891070344,0.6987084112760608
SCRG1,-0.1699595833333376,0.3216986064571294,0.6987084112760608
PRKCB,-0.22353833333333029,0.32166762436171387,0.6987084112760608
CSNK1A1P,0.1639205555555554,0.3215668632750755,0.6987084112760608
JMY,0.09067402777778,0.3215963307387274,0.6987084112760608
BOP1,-0.18471784722222395,0.3217492942977932,0.6987287226217402
ACTR1B,-0.06361409722222078,0.3218721892708363,0.6989184052423947
IKZF2,0.11199409722222331,0.3221107803944877,0.6993592426897436
FCER1G,-0.17770527777778078,0.3221764127867744,0.6994245003741149
ZNF702P,-0.19251243055555456,0.32224798426547735,0.6995026356033217
HDAC6,0.08873979166666679,0.3224122559895461,0.6996484592603064
GJC3,0.16215215277777806,0.3224219247659398,0.6996484592603064
CYTH2,0.08949916666666624,0.3223615689301412,0.6996484592603064
S100A5,-0.1188574305555557,0.32246163048471566,0.6996573949155181
NCRNA00162,-0.13953222222222234,0.322607381285888,0.699674897373829
UBE2DNL,-0.025252152777777773,0.32261205212074057,0.699674897373829
ANPEP,-0.2136459027777775,0.3225951216311781,0.699674897373829
NBR2,0.1329439583333336,0.322598019722233,0.699674897373829
GRHL1,-0.23652180555555624,0.3227865606407555,0.6998217668942714
GPR6,-0.20966340277777795,0.32273948556672266,0.6998217668942714
SNED1,0.19185680555555606,0.3227839889108376,0.6998217668942714
AP3M1,-0.0495052777777758,0.32282255507134316,0.6998226301359143
RGMA,0.15130868055555702,0.3229405216648965,0.6999240057250431
GRAMD2,0.22303645833333174,0.3229283019418179,0.6999240057250431
ITGAM,-0.19466625000000093,0.3231382699595941,0.7001356383458338
ADAD2,0.2737735416666669,0.3231450041887129,0.7001356383458338
NOP14,-0.0510824999999997,0.32309493641353554,0.7001356383458338
STK11IP,0.07719479166666687,0.3232335626796516,0.7002503407473223
CLPTM1,0.07509875000000221,0.3233007084446058,0.7003186346431192
BOK,-0.2391514583333345,0.3233745088216771,0.7003890583806572
CPXM2,-0.3759732638888895,0.3234400946611387,0.7003890583806572
ATP13A2,-0.11245076388889075,0.3234058333275888,0.7003890583806572
DECR1,-0.07157840277778149,0.32348636187057234,0.7004121007021423
MICAL2,-0.18447326388888996,0.3235792920626182,0.7004122411687136
FAM150A,-0.05997409722222222,0.3236126756332612,0.7004122411687136
ENGASE,0.11870604166666787,0.323628931779074,0.7004122411687136
GCC1,-0.09349069444444247,0.3236135079146078,0.7004122411687136
LILRA1,-0.2295669444444437,0.32369178121397135,0.700415142239109
AKT3,-0.15978909722221957,0.32370152504499206,0.700415142239109
THUMPD1,0.06563055555555586,0.3237645725247197,0.7004744685634411
MTHFD2L,0.11926534722222115,0.32380030262111037,0.7004746863480447
CLCNKA,0.2052915277777776,0.32384966616592403,0.7005043939731617
ELANE,0.26562423611111097,0.3239908544033271,0.7007326950021353
MRE11A,0.0682099305555548,0.32416934201067965,0.7010416086162097
ZNF77,0.10768840277777869,0.3242107023638619,0.7010539384594726
PARD3B,-0.28196312499999987,0.32440115129449937,0.7013114838849634
NHP2L1,-0.08816319444444609,0.3243943091843962,0.7013114838849634
HM13,-0.07178784722221998,0.3244981198752737,0.7014439842493547
RSAD1,0.05793499999999874,0.32454525527292466,0.701468746555156
INO80D,0.09346208333333372,0.3246810051898676,0.7016850128649882
VASP,-0.0798452777777765,0.3247392921993399,0.7017041538148145
NFKBIZ,0.22222444444444367,0.324761245959359,0.7017041538148145
C2orf49,-0.08627173611111338,0.3248186291234303,0.7017510163260043
LPAL2,0.190645138888889,0.32486678069138025,0.7017779264248474
ADAM20,0.1252116666666665,0.32498292670191753,0.701951696216183
HYAL4,-0.10970243055555562,0.32543738230123875,0.7020469099904718
HOXC13,0.5072086111111109,0.32566977716750267,0.7020469099904718
OGFRL1,0.16003298611111028,0.3254627649381608,0.7020469099904718
CYP17A1,-0.1500194444444447,0.3255348813721778,0.7020469099904718
CNIH2,-0.1727624305555544,0.3254874121056237,0.7020469099904718
PRDX1,0.08747451388888727,0.3255859295739825,0.7020469099904718
ITM2C,0.1390923611111088,0.32553949169502766,0.7020469099904718
PDZRN4,0.2829522222222218,0.325597930596655,0.7020469099904718
RASL11B,-0.2934784722222208,0.32519075995215513,0.7020469099904718
ZNF598,-0.10440597222222259,0.32566131357152417,0.7020469099904718
ZNF653,0.10543208333333265,0.32529203083608865,0.7020469099904718
ICAM5,0.3187020138888865,0.3254800716249825,0.7020469099904718
NHSL2,-0.193455138888889,0.32547655145028237,0.7020469099904718
MS4A10,0.06310583333333333,0.3253553180557713,0.7020469099904718
TJP2,0.1518100694444442,0.32540607235444924,0.7020469099904718
LPIN3,0.2576652777777779,0.32527995276811744,0.7020469099904718
EXT2,0.06824576388888914,0.3251142912155248,0.7020469099904718
TTPAL,-0.07777854166666387,0.3256255487522595,0.7020469099904718
ATMIN,0.06465624999999875,0.3258793283366701,0.7022196119145147
DNAJC25,0.09132131944444577,0.3260713548915363,0.7022196119145147
CHSY3,0.20594458333333243,0.32593530657762226,0.7022196119145147
RGS19,-0.09512263888889194,0.32605176412733805,0.7022196119145147
ORMDL1,0.07066465277777567,0.32602879847728916,0.7022196119145147
TOX4,0.05807874999999818,0.32582138825431123,0.7022196119145147
SERPINA11,-0.1308067361111111,0.3259228780416232,0.7022196119145147
UNC45A,0.06591152777778042,0.3260080826501806,0.7022196119145147
MRPL13,-0.11865000000000059,0.3259725750093811,0.7022196119145147
AKR1B1,-0.0833649999999988,0.3262861515668254,0.7025282816563122
ZFP106,0.10479868055555563,0.3262645900923495,0.7025282816563122
LY6D,-0.09944958333333331,0.32632845087860246,0.7025424161490719
GPR63,-0.23071187500000034,0.32643209741081614,0.70261167452339
NEK3,0.11586805555555468,0.32642856646494767,0.70261167452339
LOC389791,0.16064222222222257,0.32650343213705313,0.7026882841614083
NEUROD2,0.3904550000000002,0.32655060851899204,0.7027128900485314
CACNG8,0.2821897222222223,0.3267029969093085,0.7027284831892214
CPLX3,-0.2808550000000003,0.3269119711472744,0.7027284831892214
GP1BA,0.23643229166666657,0.3267431054943665,0.7027284831892214
BTBD18,-0.12080784722222226,0.32684042148209586,0.7027284831892214
DNTTIP2,-0.057771041666667244,0.32691529538395825,0.7027284831892214
KLF9,0.14380743055555456,0.32673069182939307,0.7027284831892214
SCNN1B,0.44919875000000076,0.32675536652288545,0.7027284831892214
GPR97,-0.25796319444444427,0.3268005539005124,0.7027284831892214
CXCL9,0.2955040972222225,0.3268316504774785,0.7027284831892214
KIAA1529,0.2048084722222212,0.32689161299895664,0.7027284831892214
SORCS1,-0.3435438194444451,0.327018426061949,0.702873319818292
USP6,0.15732736111111212,0.3271663538118528,0.7030375468292738
GPR39,-0.1834952777777774,0.3271508847039626,0.7030375468292738
NR0B2,0.10789062500000002,0.3274774780391972,0.70316175540191
EFS,-0.1742658333333349,0.3277248812180926,0.70316175540191
MRPL14,-0.1260719444444458,0.32765706440698433,0.70316175540191
TRERF1,-0.11916201388888847,0.32770346142590856,0.70316175540191
PLA2G4E,0.04454854166666666,0.32743769684441226,0.70316175540191
DLGAP2,0.327121041666667,0.32733924733256337,0.70316175540191
MYOG,0.16333409722222192,0.3274266289779408,0.70316175540191
CHRND,0.1995733333333335,0.3276464653309068,0.70316175540191
PBOV1,-0.06112993055555559,0.32743200790882016,0.70316175540191
ATP13A1,0.10477152777777654,0.32759205419983967,0.70316175540191
PLA2G2F,-0.051653055555555535,0.3275779567970009,0.70316175540191
TMEM190,-0.14683805555555562,0.327359124740218,0.70316175540191
HBQ1,-0.2064919444444444,0.3274512526572205,0.70316175540191
TRIM39,0.06956270833333456,0.32768022291640364,0.70316175540191
DR1,-0.07856631944444281,0.32780302530861166,0.7032526710571044
CACNA1S,0.22141159722222215,0.3279627396369873,0.7033650552267012
C14orf73,-0.12416312499999999,0.3279268809730039,0.7033650552267012
AGXT,0.2462892361111113,0.32793883661771905,0.7033650552267012
FTL,-0.16300263888888722,0.32809414295537864,0.7035701189466343
KHDC1L,0.21587520833333307,0.3283881352765804,0.7039833853592622
KCMF1,-0.05832277777777861,0.32839428418768024,0.7039833853592622
MLF1,0.1726025,0.3283350248271964,0.7039833853592622
MAP1LC3B,0.08545243055555396,0.32851817372149245,0.7041721865857546
BACE1,-0.07679951388889172,0.328579916336454,0.704225851399346
CCDC50,0.07324534722221898,0.32861485049530015,0.704225851399346
LMBR1L,0.07884340277777646,0.328670398161936,0.7042681229279195
CYP39A1,0.23636312500000134,0.32881749054224985,0.7045065239821962
VGLL4,0.07068423611111108,0.3289683280671534,0.7045369878184297
TRPV2,-0.13347541666666718,0.3289750533150145,0.7045369878184297
TMEM54,0.12134583333333282,0.3289599975128311,0.7045369878184297
C4A,0.2011756944444425,0.328869915733731,0.7045369878184297
DMP1,-0.17286437499999985,0.3290501025143273,0.7045871854901583
HOXC12,-0.0621692361111111,0.3290701697441828,0.7045871854901583
CPS1,0.26859944444444395,0.3292164099730423,0.7046555668002731
EIF3G,0.07463541666666629,0.32924547490474615,0.7046555668002731
CCL1,-0.064288125,0.3292431665600182,0.7046555668002731
ZNF665,0.19754277777777673,0.32917275710060573,0.7046555668002731
PYGB,-0.109540763888889,0.32937234408575383,0.7048503629831196
UCHL1,-0.19780993055555562,0.3294406975892905,0.7049199079892742
CCDC55,0.0888325694444454,0.32954815055921216,0.704996369966715
NFIX,0.14350305555555742,0.32952206336009776,0.704996369966715
SYCP2L,0.26090118055555545,0.32981998715939165,0.7054243850689338
THSD7A,0.2364587500000015,0.32981325275526197,0.7054243850689338
RECQL4,-0.19200756944444386,0.32986684639796027,0.7054478625240834
DSCR6,0.2730604166666668,0.3299090374631693,0.705461352678476
PMF1,0.07883125000000035,0.3300517804881318,0.7056898319082838
NFXL1,0.05532020833333284,0.3301298430364634,0.7057799819592073
DKFZp686A1627,-0.052944236111111105,0.3305268827898103,0.7060913306147637
ANXA2P1,0.16731868055555488,0.3304215138646574,0.7060913306147637
ZBTB16,-0.26592763888888893,0.33048578377554183,0.7060913306147637
GLIS2,0.11145652777777748,0.33042999138239276,0.7060913306147637
RGAG1,0.17176743055555566,0.33049372155175233,0.7060913306147637
MED7,0.09357236111111167,0.33051834964682564,0.7060913306147637
NDUFA10,0.043112500000002996,0.3303861414671781,0.7060913306147637
PAN3,0.088343611111112,0.33062830502390383,0.7062312556247229
ARHGEF19,0.16547986111111257,0.33069116014329974,0.7062466187544266
TSPO,-0.13263138888888903,0.3307073434513353,0.7062466187544266
MYL6B,0.08600548611111059,0.3307654948835045,0.7062940837851307
FAH,-0.11181659722222115,0.3308350610347694,0.7063659100720641
MYOC,0.1710279166666666,0.33100793402561396,0.7066582672324433
ANKRD1,-0.2503571527777777,0.33140383899692305,0.7068284959405974
CAMKV,-0.3362798611111115,0.3313354618621542,0.7068284959405974
CPSF2,0.06304048611111135,0.3313561037887929,0.7068284959405974
FKBP1A,-0.07345444444444382,0.3314471975623788,0.7068284959405974
HNRPDL,0.05510312500000225,0.33141208703945646,0.7068284959405974
PREB,-0.06447597222222257,0.33143041062546136,0.7068284959405974
PCDHGA10,0.48379097222222356,0.33122610777822126,0.7068284959405974
BAT2,-0.12671423611111443,0.33126309025345724,0.7068284959405974
ZNF787,0.08427652777777972,0.3314437265846779,0.7068284959405974
CD44,0.17940069444444262,0.33126675914489656,0.7068284959405974
SEMA3B,0.18884861111111206,0.3316902231407558,0.7071166544076404
C17orf54,-0.05657694444444443,0.3316616354745023,0.7071166544076404
WNT5B,-0.16223784722222145,0.3316826615576622,0.7071166544076404
SYT9,-0.3299188888888889,0.33178479549571516,0.7072415786019473
TMEM164,0.09258284722222143,0.3318224846736306,0.7072452351131373
SCML2,0.15692951388888954,0.332120622797079,0.7073438895234073
TTR,0.2810129166666666,0.33204684912094545,0.7073438895234073
NDOR1,0.1200972222222223,0.33211202773494397,0.7073438895234073
PTK7,-0.10026111111111113,0.3320731761723929,0.7073438895234073
ESR2,0.26990097222222253,0.3321065074334197,0.7073438895234073
SEC24A,-0.07223597222222367,0.3319444434043112,0.7073438895234073
C12orf43,-0.056725972222222865,0.33191632452144726,0.7073438895234073
MYO18B,0.22964625000000005,0.33224173292164894,0.7074852794961557
PIP4K2C,0.18790708333333228,0.33225898197294024,0.7074852794961557
DNAJC11,-0.1057838194444436,0.33234115494395333,0.7075836155726795
ADAMTSL3,0.17605659722222278,0.3325530290583332,0.7078813935997003
FRG2B,-0.03956777777777778,0.33251857633561066,0.7078813935997003
MMP3,-0.31764326388888864,0.3326057303826846,0.7079169275006582
DPF2,-0.04946645833333285,0.33290622418304183,0.7084797972979652
MAMDC4,0.23082104166666628,0.3329582428875059,0.708513806166075
P2RY6,-0.20031631944444328,0.33300314801484165,0.7085298484267002
SPRYD5,0.042667777777777784,0.33303786008703645,0.7085298484267002
LOC100128675,-0.2560440277777778,0.3333629736812993,0.7085506652226752
WSB2,-0.06878263888888725,0.3332039253029679,0.7085506652226752
C6orf127,-0.03250097222222221,0.33332202792534965,0.7085506652226752
AZI2,-0.07275333333333478,0.3330967461793595,0.7085506652226752
FAM54A,-0.1384233333333329,0.3333720067807602,0.7085506652226752
PKM2,-0.09477270833333407,0.3331878679774963,0.7085506652226752
DCC,-0.37501541666666593,0.33336067396156815,0.7085506652226752
TMEM30A,-0.07384625000000433,0.3333615421471826,0.7085506652226752
KNCN,-0.2975206944444442,0.3331621645364445,0.7085506652226752
TLR3,0.1618643749999995,0.33346812547563714,0.7086783425414578
IFI30,-0.18369319444444088,0.33355987286575367,0.708796703473921
PNPLA3,-0.2799940277777786,0.333649133883808,0.7088205083496093
OSTN,0.19459840277777773,0.33371529121485166,0.7088205083496093
C1orf170,0.25070916666666676,0.3336868793661841,0.7088205083496093
C17orf96,-0.17632319444444366,0.3337020074011761,0.7088205083496093
ATP8A2,-0.28277562499999975,0.33376892208123643,0.7088578381891658
NT5DC2,-0.13625652777777653,0.3338064671968064,0.7088610007657392
SH2D2A,-0.2086268055555549,0.33385182437414246,0.7088807503181381
HAPLN3,0.14142847222222255,0.3339427391591924,0.7089578660905747
KIAA1324L,-0.21604131944444482,0.33396026438783377,0.7089578660905747
TARBP2,0.09192159722222293,0.3340859259699346,0.7090715000074397
CENPF,-0.20669583333333286,0.3340836444670019,0.7090715000074397
TMEM179B,0.09919354166666494,0.33422408163497397,0.7092115968638519
EXOC6,-0.06404715277777573,0.3342088836998665,0.7092115968638519
POLR1A,-0.11153659722222287,0.33433646884134144,0.7093200665181607
LOC440040,-0.23440201388888893,0.3343834372579,0.7093200665181607
CES7,0.13236111111111126,0.3343734852440855,0.7093200665181607
C1orf200,0.15230861111111094,0.3344721277473751,0.709431657299967
OR11H4,-0.037381527777777784,0.33485928270216736,0.7095260310328683
MAF1,-0.05635659722222108,0.3346622790281546,0.7095260310328683
KCNV2,-0.14969888888888871,0.33476729775356195,0.7095260310328683
AIFM2,-0.12257756944444598,0.3348934899262806,0.7095260310328683
ACPL2,0.11138055555555404,0.33461345840270534,0.7095260310328683
SAMD12,-0.17767972222222284,0.3348092897348241,0.7095260310328683
NKX2-3,-0.11013701388888888,0.3346457596192223,0.7095260310328683
SYS1-DBNDD2,0.1367167361111088,0.3349136097652603,0.7095260310328683
PUS7L,0.09623729166666717,0.33479217427370667,0.7095260310328683
GGCT,-0.08230645833333305,0.3345916475635796,0.7095260310328683
TBCD,-0.07815965277777615,0.33473253242150963,0.7095260310328683
ERP27,0.26377166666666696,0.3350028415952954,0.7095742343180494
C17orf59,-0.07188312500000116,0.3350446397342041,0.7095742343180494
ACO2,-0.09032361111111342,0.33502944247617583,0.7095742343180494
CPXCR1,-0.13562875000000002,0.33513026119400807,0.7096026855222616
KCNAB1,-0.1419733333333335,0.3350997905871621,0.7096026855222616
BMP1,-0.10997277777777725,0.33517360168950316,0.7096180281300487
TMEM185A,-0.058209999999998985,0.3352374215470604,0.7096767209664269
C3orf14,0.21799638888888762,0.33620642366841264,0.7097814518380823
MARCH11,-0.2023972916666671,0.336261670519832,0.7097814518380823
TBC1D10B,-0.061010625000003316,0.33585920377800493,0.7097814518380823
KPNA6,-0.06510104166666508,0.33604191602782335,0.7097814518380823
C1QC,-0.18196076388889004,0.33590734710011694,0.7097814518380823
FAM13B,0.07930777777777642,0.3362564703549045,0.7097814518380823
PROSC,0.03920611111110972,0.3360355288905369,0.7097814518380823
TDGF3,0.1482650694444443,0.33624970784522834,0.7097814518380823
EXD3,0.10719402777777898,0.33555557484792625,0.7097814518380823
OTUD1,-0.1284618055555553,0.3361148542588853,0.7097814518380823
KIAA1524,-0.133684027777778,0.33596186975649106,0.7097814518380823
USP49,-0.18073159722222254,0.336005883698333,0.7097814518380823
SLC1A4,-0.12167923611111142,0.33587169552676666,0.7097814518380823
ANUBL1,-0.15426166666666585,0.33547287627582384,0.7097814518380823
RNF130,-0.09872472222222228,0.3355318636799906,0.7097814518380823
CFLP1,-0.1715523611111116,0.3360935206323011,0.7097814518380823
LRRC66,0.24344625000000075,0.335920946516769,0.7097814518380823
PSG8,-0.031418125000000005,0.3356505705236795,0.7097814518380823
WBSCR27,0.23510027777777864,0.3360697718794381,0.7097814518380823
LOC145837,-0.1690646527777777,0.3359910207961032,0.7097814518380823
GYPC,-0.18906833333333317,0.33580160591998276,0.7097814518380823
ITFG1,0.06609284722222242,0.3358589023859736,0.7097814518380823
HOXA3,0.33933131944444384,0.3361238214869731,0.7097814518380823
DHODH,0.08777124999999941,0.33557433366285355,0.7097814518380823
GMNN,0.12422416666666791,0.33601773270872687,0.7097814518380823
BCL2A1,-0.2735972222222207,0.33570392356016265,0.7097814518380823
ABCC2,-0.18173659722222224,0.3360209288302035,0.7097814518380823
NCKAP1L,-0.1827280555555557,0.3365896949875043,0.7101865486151109
ANKRD40,-0.061453680555557,0.33651861987173404,0.7101865486151109
LOC100270710,0.1247549999999995,0.3365980803660022,0.7101865486151109
WARS2,0.07928493055555563,0.33659700057484093,0.7101865486151109
NOL11,-0.05343006944444362,0.3367032627196809,0.7103322400546116
TEX11,-0.09009437500000006,0.33674218836356506,0.7103381355394517
TECR,0.08026041666666828,0.33683888610570006,0.7104658835788074
MSR1,-0.19634236111111036,0.33710533843311485,0.7108843027242427
KRTAP4-11,-0.025070277777777778,0.3371095805848482,0.7108843027242427
GPR87,0.1403377083333333,0.3371570137320991,0.7109080748576865
FOXN2,-0.09631784722222214,0.33722991777718947,0.7109855424664391
PPIP5K1,0.09835104166666575,0.3374483827346132,0.7110882467915547
TTLL13,0.13688465277777828,0.33745947825865746,0.7110882467915547
DHRS11,0.09223131944444507,0.33739782026881016,0.7110882467915547
STMN1,-0.14245743055555593,0.3373901870568465,0.7110882467915547
E2F1,-0.1857343750000009,0.3373293834593142,0.7110882467915547
PPP1R1A,0.39603708333333554,0.33765047354572425,0.71126614953412
LOC619207,0.20834416666666744,0.33765244016286583,0.71126614953412
HLA-DQB1,-0.2679545833333332,0.33763456676951037,0.71126614953412
CORO1B,-0.0581814583333351,0.33771147608436825,0.7113142939595758
RAB23,0.10212215277777759,0.3378354679215396,0.7114992286381863
CACNG3,0.4092875694444458,0.3381499793707242,0.711780363429169
QPCTL,0.12121555555555563,0.33812640277903816,0.711780363429169
C14orf53,0.05002972222222224,0.33814174513661294,0.711780363429169
MDN1,-0.14222555555555694,0.33810694618673254,0.711780363429169
CTAG1B,-0.06018743055555556,0.3380438218425012,0.711780363429169
KIAA1024,-0.1681380555555565,0.3382460016052904,0.7119062618092291
INHBC,-0.2635222222222222,0.33829619595234184,0.7119356896192507
ZNF85,0.1116182638888894,0.33839500905864955,0.7120674171136734
RAB11A,-0.06068173611111227,0.3384356599524683,0.7120767417236223
RANBP10,0.09533125000000275,0.33856135630654244,0.7122474864039672
SLAMF6,0.23683777777777815,0.33858926795175365,0.7122474864039672
LOC100189589,-0.2349359722222224,0.33866837292107094,0.7123376710846533
DDA1,0.06383104166666698,0.33886046415244003,0.7126654605516657
BTG3,0.0930348611111107,0.3391646975777995,0.7127715611308967
PHC3,0.07192145833333363,0.33912277435453725,0.7127715611308967
PDXK,0.0855190277777762,0.33913629407784335,0.7127715611308967
SNORA54,-0.08798986111111112,0.3391270016677183,0.7127715611308967
DUSP14,-0.09862840277777707,0.33902895138642614,0.7127715611308967
CRYGD,0.3216036805555553,0.33898968184886463,0.7127715611308967
OR2L3,-0.03993708333333334,0.3390894399201167,0.7127715611308967
TBC1D3G,-0.40468458333333324,0.33921679009592115,0.7128048410951058
MXD1,-0.09606611111111008,0.33931952509919844,0.7129125844893699
NRK,0.2853079861111111,0.33934058828339386,0.7129125844893699
PLRG1,0.04998152777777953,0.33946559929845793,0.7129466597807588
ZBTB8B,-0.17912888888888912,0.3394454571504777,0.7129466597807588
BPIL2,-0.13523520833333336,0.33945137439304096,0.7129466597807588
AIM1,0.24514166666666615,0.33967895800229403,0.7130394550037659
KIAA1958,-0.15023097222222237,0.33969112591888456,0.7130394550037659
DNAJB6,0.0672842361111119,0.33968210981143127,0.7130394550037659
ANKRD13B,-0.1505204861111089,0.33958255577436797,0.7130394550037659
HSPA1L,0.09426125000000063,0.33964766417528713,0.7130394550037659
OR52I1,-0.03455236111111111,0.33982396491593564,0.7131660066446728
MATR3,0.05279784722222658,0.33981110117854285,0.7131660066446728
GIMAP2,0.14361388888888804,0.3399208397763037,0.7132170448241335
PJA1,-0.06793618055555406,0.33989041520096114,0.7132170448241335
OR7A5,-0.3306710416666663,0.34009875747303375,0.7135142003969527
RGS20,0.23450652777777847,0.3402470427229812,0.713672981962425
C21orf131,-0.34635520833333455,0.34021738677808866,0.713672981962425
RACGAP1P,-0.11870687499999977,0.3403587214657343,0.7136852010608185
UBE2T,-0.18432500000000296,0.34032313141649184,0.7136852010608185
SERINC3,-0.06988298611111077,0.3403617723879061,0.7136852010608185
FRMD3,0.1644504166666687,0.3405065415126199,0.7138364903111651
HDAC4,-0.07958062500000018,0.3404711153235318,0.7138364903111651
ATM,0.07597638888888802,0.34055785808229844,0.713867948597717
BAGE,-0.05895298611111111,0.34064844236107683,0.7139817032855832
NIPSNAP1,-0.08297027777777544,0.3408353658637472,0.7142973342800629
NGLY1,0.05361027777777494,0.3410462769334305,0.7145140826812811
LIN7C,0.0644420138888897,0.3410478205432931,0.7145140826812811
UBA2,0.09175159722222226,0.34097544696704035,0.7145140826812811
MLLT1,0.1006249999999973,0.3411099963371608,0.7145681969087461
NPTXR,-0.19738854166666542,0.34117759211312426,0.7146336523486068
LEPREL1,0.17654729166666527,0.34138498961265434,0.7149918925945227
MYLK3,-0.20529854166666617,0.3414506289634315,0.7150531918854988
SEPT1,0.13629743055555554,0.341503981957609,0.715088751228735
DAB1,-0.3359179861111121,0.34154056972340396,0.7150892013591185
METTL4,0.06618770833333265,0.3415806671799637,0.7150969989093905
MEN1,-0.0876230555555555,0.34184489910567617,0.7151932229879316
GAPT,0.20007416666666433,0.34168398271680145,0.7151932229879316
DAP,0.06826159722222158,0.34172297435319543,0.7151932229879316
PTAFR,-0.24796687500000036,0.341803128958246,0.7151932229879316
SIAE,0.11540756944444297,0.3417385748442858,0.7151932229879316
NDUFB10,0.08008624999999725,0.34182477733417177,0.7151932229879316
KIAA2026,-0.10852465277777767,0.34190396652594657,0.715240687582476
CCDC3,-0.14816986111111063,0.3419790458506341,0.7153216343678547
ITIH1,-0.2798792361111109,0.3420366264093708,0.7153371415623005
COQ4,0.0715772222222224,0.3420592303065711,0.7153371415623005
NDUFS3,0.08770263888888863,0.3422461309437907,0.7155037850962084
AP1AR,-0.07429250000000032,0.3422480974081762,0.7155037850962084
DOCK3,0.20331395833333232,0.3422294694058496,0.7155037850962084
HIST1H4B,-0.15387583333333332,0.34234685360725126,0.7156341458711919
STAG3L3,0.1527549305555569,0.3426521683663208,0.7157240852592719
GLS,-0.08272527777777583,0.3425417043190127,0.7157240852592719
ISLR,-0.2676293750000003,0.3426811197632516,0.7157240852592719
C20orf26,0.2260418055555551,0.3425858011045876,0.7157240852592719
ZNF720,0.060457361111108554,0.3426350553486049,0.7157240852592719
TPM1,-0.11445611111111198,0.34259491923095137,0.7157240852592719
TOR1A,-0.05755145833333053,0.3425683430754257,0.7157240852592719
PLAT,0.1870459722222222,0.3424375998803977,0.7157240852592719
ICAM1,-0.21116555555555827,0.3427578286932335,0.7157589456207599
GIN1,0.0733917361111116,0.3427706242634514,0.7157589456207599
IQCF3,0.08166847222222223,0.3428280819036474,0.7158028982822544
DBC1,0.3077280555555557,0.3429447333342493,0.7159704212967337
COL13A1,-0.35999208333333277,0.34298507921790294,0.7159786215145436
TMCO3,0.09698638888889022,0.34324954577055167,0.7160631371812921
LOC92249,-0.07166722222222077,0.34336980471233747,0.7160631371812921
